antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.04008835801358095,0.08136300417246176,0.01043115438108484,0.2602040816326531,3.198063840920984,0.007169445140758713,1.2417438012565345,0.7160146595073724
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03681583899206414,0.08557637241266465,0.01039024789331588,0.2822222222222222,3.2978988740174207,0.007239681945046298,1.2739648062362254,0.7234095631870868
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'SPACEBOY LUNCH BOX '}),0.08557637241266465,0.03681583899206414,0.01039024789331588,0.12141491395793498,3.2978988740174207,0.007239681945046298,1.0962901332038095,0.7619845027647467
frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.034729608115847174,0.08557637241266465,0.012190133355150127,0.3510011778563015,4.101613190188885,0.009218099477282488,1.4089757891499959,0.7834006882344559
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.08557637241266465,0.034729608115847174,0.012190133355150127,0.14244741873804972,4.1016131901888855,0.009218099477282488,1.1256107356865372,0.8269618878173238
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.0320297799230958,0.042992718645177126,0.019226049251411272,0.6002554278416347,13.961792758341199,0.017849001934910673,2.394046969012224,0.9590955805859045
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.042992718645177126,0.0320297799230958,0.019226049251411272,0.44719314938154137,13.9617927583412,0.017849001934910673,1.7510098129102,0.9700824416928514
frozenset({'ALARM CLOCK BAKELIKE PINK'}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.0320297799230958,0.04008835801358095,0.017098911887425346,0.5338441890166028,13.316688821122318,0.015814890602772073,2.0592077141790854,0.9555110667796028
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.04008835801358095,0.0320297799230958,0.017098911887425346,0.42653061224489797,13.31668882112232,0.015814890602772073,1.6879196008458472,0.9635327014917643
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK'})",frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.019226049251411272,0.04008835801358095,0.012803730671684528,0.6659574468085107,16.612240555796788,0.012032989926107213,2.873620839067624,0.9582263306970441
"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE PINK'}),0.0261801521721345,0.0320297799230958,0.012803730671684528,0.4890625,15.268993454661558,0.011965186159257901,1.8944982900587728,0.9596310861036187
"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",frozenset({'ALARM CLOCK BAKELIKE RED '}),0.017098911887425346,0.042992718645177126,0.012803730671684528,0.7488038277511961,17.416991791822777,0.012068601963769776,3.8098004152982465,0.9589823587071737
frozenset({'ALARM CLOCK BAKELIKE RED '}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'ALARM CLOCK BAKELIKE GREEN'})",0.042992718645177126,0.017098911887425346,0.012803730671684528,0.29781160799238815,17.416991791822777,0.012068601963769776,1.3997683517700759,0.9849296052582165
frozenset({'ALARM CLOCK BAKELIKE PINK'}),"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE GREEN'})",0.0320297799230958,0.0261801521721345,0.012803730671684528,0.39974457215836523,15.268993454661558,0.011965186159257901,1.622342427338763,0.9654303188852953
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),"frozenset({'ALARM CLOCK BAKELIKE RED ', 'ALARM CLOCK BAKELIKE PINK'})",0.04008835801358095,0.019226049251411272,0.012803730671684528,0.3193877551020408,16.612240555796788,0.012032989926107213,1.4410171990009248,0.9790520116250033
frozenset({'SPACEBOY LUNCH BOX '}),frozenset({'LUNCH BOX I LOVE LONDON'}),0.03681583899206414,0.028920886852654832,0.010881125746543402,0.29555555555555557,10.2194499449945,0.009816379032668358,1.3785034729220988,0.936630202023363
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'SPACEBOY LUNCH BOX '}),0.028920886852654832,0.03681583899206414,0.010881125746543402,0.37623762376237624,10.2194499449945,0.009816379032668358,1.5441523851079608,0.9290153223321163
frozenset({'LUNCH BOX I LOVE LONDON'}),frozenset({'DOLLY GIRL LUNCH BOX'}),0.028920886852654832,0.03477051460361613,0.0104720608688538,0.36209335219236205,10.413804809052333,0.009466466750194035,1.5131202797677237,0.9308959544420574
frozenset({'DOLLY GIRL LUNCH BOX'}),frozenset({'LUNCH BOX I LOVE LONDON'}),0.03477051460361613,0.028920886852654832,0.0104720608688538,0.3011764705882353,10.413804809052335,0.009466466750194035,1.389591323527346,0.9365375090057637
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.037879407674057106,0.024871144563527774,0.013990018816984374,0.3693304535637149,14.849757019438446,0.013047914592742096,1.5461803426955023,0.9693783068783067
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.024871144563527774,0.037879407674057106,0.013990018816984374,0.5625,14.849757019438444,0.013047914592742096,2.1991327824592983,0.9564467563460767
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.09244866235784996,0.04499713654585617,0.016689847009735744,0.18053097345132743,4.012054706355591,0.012529921926137815,1.1653922631783828,0.8272272038717227
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04499713654585617,0.09244866235784996,0.016689847009735744,0.3709090909090909,4.012054706355591,0.012529921926137815,1.44263940954677,0.7861245072002928
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04499713654585617,0.08557637241266465,0.011658349014153645,0.2590909090909091,3.0275986441856424,0.007807657299601934,1.2341913991976303,0.7012599175485188
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.08557637241266465,0.04499713654585617,0.011658349014153645,0.13623326959847037,3.0275986441856424,0.007807657299601934,1.105625893938057,0.7323796204297987
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.04499713654585617,0.039720199623660316,0.022048596907469523,0.49,12.336292481977342,0.020261301661375016,1.882901569365372,0.9622362437650465
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.039720199623660316,0.04499713654585617,0.022048596907469523,0.5550978372811534,12.33629248197734,0.020261301661375016,2.146545787995309,0.9569485557801397
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.09244866235784996,0.039720199623660316,0.013867299353677493,0.15,3.776416065911431,0.010195220029883321,1.1297409416192232,0.8100904474293097
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.039720199623660316,0.09244866235784996,0.013867299353677493,0.34912461380020593,3.7764160659114308,0.010195220029883321,1.3943549823584298,0.7656088036918708
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.09244866235784996,0.030311707436799475,0.020248711445635278,0.21902654867256635,7.225807029486582,0.017446434639320673,1.2416405332537297,0.9493756641507475
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.030311707436799475,0.09244866235784996,0.020248711445635278,0.6680161943319838,7.225807029486582,0.017446434639320673,2.7337217121659885,0.8885403284053357
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.03509776650576781,0.026302871635441382,0.013662766914832692,0.3892773892773893,14.799805689385783,0.012739594867740787,1.5943361376656322,0.9663482091269385
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.026302871635441382,0.03509776650576781,0.013662766914832692,0.5194401244167962,14.799805689385781,0.012739594867740787,2.0078709907339523,0.9576196931851544
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.026302871635441382,0.026875562464206824,0.010799312771005482,0.4105754276827372,15.276905487263612,0.010092408301379164,1.6509736499617809,0.9597868679654591
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.026875562464206824,0.026302871635441382,0.010799312771005482,0.4018264840182648,15.27690548726361,0.010092408301379164,1.6277837489453306,0.9603517095372576
frozenset({'HOT WATER BOTTLE KEEP CALM'}),frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),0.031988873435326845,0.026302871635441382,0.010758406283236521,0.3363171355498721,12.786327675975386,0.009917007051504738,1.4671120508306064,0.9522529609719854
frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'}),frozenset({'HOT WATER BOTTLE KEEP CALM'}),0.026302871635441382,0.031988873435326845,0.010758406283236521,0.40902021772939345,12.786327675975386,0.009917007051504738,1.6379767220554864,0.9466921845330868
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.09244866235784996,0.06397774687065369,0.013540047451525813,0.14646017699115044,2.2892362447095036,0.007625390332664758,1.096635713878861,0.6205413010518324
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06397774687065369,0.09244866235784996,0.013540047451525813,0.21163682864450128,2.2892362447095036,0.007625390332664758,1.1511843406912592,0.6016663449495653
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08557637241266465,0.06397774687065369,0.023684856418227932,0.2767686424474187,4.326014215645523,0.018209872925901684,1.2942224412072654,0.8407922882591209
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06397774687065369,0.08557637241266465,0.023684856418227932,0.3702046035805627,4.3260142156455235,0.018209872925901684,1.4519376178137993,0.8213910852086527
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.06397774687065369,0.08136300417246176,0.011290190624233004,0.17647058823529413,2.1689291101055805,0.006084768938651306,1.115487780647725,0.575780089153046
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.08136300417246176,0.06397774687065369,0.011290190624233004,0.138763197586727,2.1689291101055805,0.006084768938651306,1.0868349454023758,0.58667676003028
frozenset({'PARTY BUNTING'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06896833837846683,0.06397774687065369,0.01304916959829829,0.18920521945432975,2.957359843210067,0.008636730703431149,1.154450269770357,0.7108894226796171
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'PARTY BUNTING'}),0.06397774687065369,0.06896833837846683,0.01304916959829829,0.20396419437340152,2.957359843210067,0.008636730703431149,1.169585155643436,0.7070991722833706
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.06397774687065369,0.05399656385502741,0.014153644768060214,0.22122762148337594,4.0970685111989456,0.010699066273858183,1.2147367603700634,0.8075908923034639
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.05399656385502741,0.06397774687065369,0.014153644768060214,0.26212121212121214,4.097068511198946,0.010699066273858183,1.2685311849391552,0.7990700855179391
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.08557637241266465,0.05399656385502741,0.013499140963756852,0.1577437858508604,2.921367112810707,0.0088783109062948,1.1231777459791614,0.7192448778742061
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05399656385502741,0.08557637241266465,0.013499140963756852,0.25,2.9213671128107075,0.0088783109062948,1.2192315034497805,0.695234800657269
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05399656385502741,0.08136300417246176,0.014644522621287737,0.27121212121212124,3.3333592333592335,0.010251199971052543,1.2604998279546262,0.739957493005285
frozenset({'REGENCY CAKESTAND 3 TIER'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.08136300417246176,0.05399656385502741,0.014644522621287737,0.17998994469582705,3.3333592333592335,0.010251199971052543,1.1536485803141328,0.7620010234332378
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.09244866235784996,0.05399656385502741,0.011044751697619242,0.11946902654867256,2.212530168946098,0.006052841597301728,1.0743556611495668,0.603854282480443
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05399656385502741,0.09244866235784996,0.011044751697619242,0.20454545454545453,2.212530168946098,0.006052841597301728,1.1409216816072743,0.5793094833136344
frozenset({'PARTY BUNTING'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.06896833837846683,0.05399656385502741,0.012394665793994928,0.17971530249110318,3.328272942952658,0.008670612506766907,1.1532623234565609,0.7513642137500218
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PARTY BUNTING'}),0.05399656385502741,0.06896833837846683,0.012394665793994928,0.22954545454545455,3.328272942952658,0.008670612506766907,1.2084186758509574,0.7394728662522917
frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.056655485560009815,0.05399656385502741,0.010022089503395238,0.1768953068592058,3.276047478394049,0.006962887959616585,1.1493111921585852,0.7364797356434444
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'SET OF 3 CAKE TINS PANTRY DESIGN '}),0.05399656385502741,0.056655485560009815,0.010022089503395238,0.1856060606060606,3.276047478394049,0.006962887959616585,1.1583393107542206,0.7344097199547465
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04982410210259347,0.06397774687065369,0.01321279554937413,0.2651888341543514,4.145016777325623,0.010025161756996801,1.2738269321916689,0.7985326239656313
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.06397774687065369,0.04982410210259347,0.01321279554937413,0.20652173913043476,4.145016777325623,0.010025161756996801,1.1974819535145398,0.8106072803720691
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04982410210259347,0.08557637241266465,0.033747852409392126,0.6773399014778324,7.915034049487137,0.029484086492733957,2.8340152122172366,0.9194699187500978
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.08557637241266465,0.04982410210259347,0.033747852409392126,0.394359464627151,7.915034049487137,0.029484086492733957,1.568877646725631,0.9554194896988133
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04982410210259347,0.09244866235784996,0.01051296735662276,0.21100164203612481,2.2823655492102244,0.005906795764057055,1.1502575746598738,0.5913200826320575
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.09244866235784996,0.04982410210259347,0.01051296735662276,0.11371681415929204,2.2823655492102244,0.005906795764057055,1.0720906286810479,0.6190923501026518
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04982410210259347,0.05207395892988628,0.0104720608688538,0.21018062397372742,4.036194449066567,0.007877522622244885,1.2001807879661106,0.791686959165662
frozenset({'LUNCH BAG  BLACK SKULL.'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.05207395892988628,0.04982410210259347,0.0104720608688538,0.20109976433621365,4.036194449066567,0.007877522622244885,1.1893548849787596,0.7935659900530789
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.033747852409392126,0.06397774687065369,0.010185715454471079,0.3018181818181818,4.717549407114624,0.008026603895594809,1.3406568729717199,0.8155485495599943
"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01321279554937413,0.08557637241266465,0.010185715454471079,0.7708978328173374,9.008302304518464,0.00905501234192544,3.9913355636582324,0.9008946285494338
"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.023684856418227932,0.04982410210259347,0.010185715454471079,0.43005181347150256,8.63140117579996,0.009005638750004024,1.6671268026745405,0.9055927905698294
frozenset({'JUMBO BAG PINK POLKADOT'}),"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})",0.04982410210259347,0.023684856418227932,0.010185715454471079,0.2044334975369458,8.63140117579996,0.009005638750004024,1.2271948863597506,0.9305055593477751
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT'})",0.08557637241266465,0.01321279554937413,0.010185715454471079,0.11902485659655831,9.008302304518466,0.00905501234192544,1.12010788481319,0.9721875782633084
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.06397774687065369,0.033747852409392126,0.010185715454471079,0.15920716112531969,4.717549407114625,0.008026603895594809,1.1492154820013007,0.8418876098748634
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.04982410210259347,0.04843328151844883,0.021066841201014482,0.422824302134647,8.730036224648295,0.018653696437475636,1.6486604027176803,0.9318831808279596
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.04843328151844883,0.04982410210259347,0.021066841201014482,0.43496621621621623,8.730036224648295,0.018653696437475636,1.6816267012115536,0.93052112992313
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.04843328151844883,0.06397774687065369,0.013990018816984374,0.28885135135135137,4.514872209165687,0.010891366591881946,1.316211814376658,0.8181347387325966
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06397774687065369,0.04843328151844883,0.013990018816984374,0.2186700767263427,4.514872209165687,0.010891366591881946,1.2178808082693504,0.8317214532120296
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04843328151844883,0.08557637241266465,0.029616297144727154,0.6114864864864865,7.145506046199163,0.025471552608336948,2.35364690231175,0.903827217319309
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.08557637241266465,0.04843328151844883,0.029616297144727154,0.34608030592734224,7.145506046199162,0.025471552608336948,1.4551736659820214,0.9405398912624929
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.09244866235784996,0.04843328151844883,0.012435572281763887,0.13451327433628318,2.7772901219803874,0.007957980191782118,1.0994584784091541,0.7051246162824352
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.04843328151844883,0.09244866235784996,0.012435572281763887,0.25675675675675674,2.7772901219803874,0.007957980191782118,1.2210690724639837,0.6725085864002281
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.04843328151844883,0.05207395892988628,0.011535629550846764,0.23817567567567569,4.573796203902252,0.00901351683821544,1.244284293378065,0.8211334224812513
